title,full_text,generated
고간 (후한),"고간은 명성을 중시하여 여러 선비들과 교류하며 많은 사람들을 모아 그를 따르게 되었지만, 중장통은 그의 거대한 야망과 부족한 실력, 그리고 선비를 낮추고 스스로를 높이는 성향을 지적하며 조언을 해 주었으나 고간은 듣지 않았다.",1
고간 (후한),삼국지연의에서는 사서와 달리 평범한 인물로 그려진 그는 사서처럼 야심차고 음모를 꾸미는 모습은 드러나지 않는다.,1
고간 (후한),"원소는 창정에서 조조와의 전투에서 병주 군사 6만을 이끌고 합류하여 원소를 호위하다 화살에 맞았고, 여양에서도 원담과 원상을 돕고 조조와 싸웠으며, 조조에게 항복한 적은 없었지만, 여광과 여상의 거짓 귀순에 속아 야습을 시도하다 패배하고 관을 빼앗겼다.",1
완모식표본,"정기준 표본 또는 완모식 표본은 특정 종을 공식적으로 처음 기술했을 때 사용된 유기체의 물리적 표본 또는 그림으로, 종이나 그 하위 분류군의 기준이 된다.",1
완모식표본,"예를 들어, 나비 종 '리카에이데스 이다스 longinus'의 완모식표본은 하버드 대학 비교동물학 박물관에 보관된 해당 종에 속하는 유일한 보존된 표본이다.",1
완모식표본,"완모식표본은 해당 분류군의 전형적인 표본이어야 할 필요는 없지만, 이상적으로는 전형적인 표본이 되는 것이 바람직하며, 예를 들어 화석의 경우 일부분만으로도 완모식표본이 될 수 있고, 보존 상태가 더 좋은 표본이 발견되더라도 기존의 완모식표본은 대체되지 않는다.",1
완모식표본,"모식표본이 없는 경우, 후모식표본이나 신모식표본 등 다른 종류의 표본이 선택될 수 있습니다.",1
완모식표본,"ICN과 ICZN 모두 신모식표본이 원래의 완모식표본이 없거나, 완모식표본이 종과 근연종을 구분할 수 없을 때 새로운 완모식표본으로 사용된다고 정의하며, 이를 텍사스의 고생물학자 상카르 채터지의 파라수쿠스 히슬롭아이에 대한 제안을 통해 구체적으로 설명한다.",1
완모식표본,"최근에는 원래 표본이 사라졌을 때 신모식표본을 지정하는 것이 새로운 종을 기술하는 데 매우 중요해졌고, 이는 살아있는 완모식표본의 경우 특히 그렇다.",1
완모식표본,"ICN은 모호하거나 부족한 기존 표본에 대해 종의 정의를 명확히 하기 위해 후모식표본(epitype)을 제정할 수 있도록 하고, 잘못 적용된 이름 문제를 해결하기 위해 보존모식표본(conserved type)을 활용할 수 있다고 규정합니다.",1
완모식표본,모식표본의 정의가 다양하고 정확하기 때문에 모식표본에 대한 설명은 신중해야 한다.,1
피아노 (1993년 영화),"1993년 개봉한 뉴질랜드 시대극 영화 《피아노》는 제인 캠피언 감독이 각본과 연출을 맡아, 홀리 헌터, 하비 카이텔, 샘 닐, 애나 패퀸, 케리 워커, 제너비브 레먼 등이 출연하는 19세기 말 뉴질랜드에서 펼쳐지는 사랑과 질투 이야기를 담고 있다.",1
피아노 (1993년 영화),"'피아노'는 빅토리아 시대 뉴질랜드를 배경으로 여성의 성적 억압과 표현의 한계를 섬세하게 묘사하며, 주인공 아다의 억압된 삶과 피아노를 통한 비언어적 표현을 통해 시대적 맥락과 성 역할에 대한 깊은 질문을 제기한다.",1
스토킹,"스토킹은 '은밀히 다가가거나 몰래 추적하다'라는 의미에서 유래된 명사로, 타인에게 위협감을 주는 정도로 남을 쫓아다니는 행위를 의미하며, 범죄로 분류된다.",1
스토킹,스토킹을 하는 사람을 스토커라고 한다.,1
스토킹,"스토커는 타인의 애정을 착각하거나 구제받아야 한다는 믿음을 바탕으로, 전화, 선물, 이메일 등 합법적인 행동들을 통해 스토킹을 행한다.",1
스토킹,"스토커는 피해자를 괴롭히기 위해 극단적이고 은밀한 협박, 위협, 폭력을 동원하며, 이는 반달리즘, 재산 파괴, 폭력적인 협박 등으로 나타납니다.",1
스토킹,"스토킹의 대부분은 친밀한 관계에서 발생하며, 미디어에서 일반적으로 표현되는 정신 질환으로 인한 스토킹은 드문 경우이다.",1
스토킹,"스토킹은 피해자나 그 친족의 안전이 위협받을 정도를 기준으로 판단되며, 이는 행위의 의도, 지속성, 반복성을 고려하여 결정된다.",1
스토킹,스토킹은 쫓아다니거나 집에 찾아가는 행위와 밀접한 관련이 있습니다.,1
스토킹,"자신의 위치를 숨기고 여러 번 마주치게 되면, 상대방이 자신을 쫓아오고 있다고 의심해지기 쉽다.",1
스토킹,"만약 그가 정말 추적했다면, 그의 행동은 상대방의 사생활을 침해하는 스토킹에 해당한다.",1
스토킹,스토킹으로 인정받기 위해 물건의 내용물이 객관적으로 공포감을 불러일으킬 정도여야 한다.,1
스토킹,반복적인 신체적 폭행으로 인한 피해자의 부상이나 사망은 범죄 사실을 증명하는 중요한 물질적 증거가 된다.,1
스토킹,"피해자가 집요한 신체 폭행으로 인해 공포감과 불안을 느낀 경우, 가해자의 행위는 스토킹으로 볼 수 있다.",1
스토킹,신체나 생명의 안전이 위협받을 정도로 협박적인 말과 태도라면 스토킹에 해당한다.,1
스토킹,스토킹으로 간주될 법적 조항은 지속적이고 반복적인 행위가 되어야 한다.,1
스토킹,"2012년 2월 27일, 국회는 경범죄처벌법을 전면 개정하여 추적을 경범죄로 처벌하는 내용을 포함시켰다.",1
스토킹,이 법은 교제나 면회 요구를 포함하여 애정구걸까지 경범죄로 처벌한다.,1
스토킹,"2021년 3월 24일, 국회 본회의에서 스토킹 처벌법이 통과되어 스토킹이 지속적 괴롭힘에서 범죄로 분류됨을 알리는 법률이 제정되었다.",1
스토킹,스토킹 범죄가 2021년 10월 21일부터 '스토킹범죄의 처벌 등에 관한 법률' 시행으로 엄중한 처벌과 피해자 보호를 위한 강화 조치가 이루어졌다.,1
스토킹,"스토킹 범죄는 3년 이하 징역 또는 3천만원 이하의 벌금에 처하며, 흉기 사용 시 5년 이하 징역 또는 5천만원 이하의 벌금으로 처벌받고, 신고 사례 등으로 100m 이내 접근금지 등의 긴급조치가 가능하다.",1
FC 서울 아카데미,"FC 서울 아카데미는 프로 선수 육성을 목표로 U-18, U-15, U-12팀을 운영하고, 축구 저변 확대를 위해 Future of FC 서울이라는 유소년 축구교실도 운영합니다.",1
FC 서울 아카데미,"2000년대 초반, 대부분의 K리그 클럽들은 유스 시스템을 갖추지 못하고 연고지 고등학교에 의존하며 드래프트에서 연고지 출신 고등학생 선수들을 영입했다.",1
FC 서울 아카데미,"2001년 드래프트 폐지 이후 자유계약선수제도 도입으로 2002년부터 2005년까지 이청용, 송진형, 고명진, 안상현, 한동원, 기성용 등 10대 선수들을 영입하여 2군에서 훈련시키는 노력을 기울였으나, 체계적인 유스 시스템 구축으로 인한 성과는 아니었다.",1
FC 서울 아카데미,"2006년 말 동북고등학교와 협약을 체결한 이후, FC 서울은 2007년부터 U-18팀을 직접 운영하며 유스 시스템 구축을 시작했다.",1
FC 서울 아카데미,2012년 2월 미래기획단을 신설하여 최순호 전 강원 FC 감독을 단장으로 선임하며 유스 시스템 강화를 위해 동북고등학교와의 계약을 해지했다.,1
FC 서울 아카데미,"2012년 8월 28일 오산고등학교와 오산중학교 축구부가 협약을 체결하며, 같은 해 12월 U-18, U-16, U-14 팀을 각각 창단했다.",1
FC 서울 아카데미,"리틀 FC 서울이란 이름의 유소년 축구교실을 운영하다 2012년 10월 Future of FC 서울로 개명하여 확대 운영되었고, 매년 K리그 U-12 유소년 클럽 캠프 참가와 함께 프로팀은 2010년부터 대한축구협회 주관 전국 초중고 축구리그에 참가했다.",1
FC 서울 아카데미,"2014년 12월, FC 서울은 회원 및 지원자를 대상으로 선수를 선발하고 동시에 U-12팀을 창단하여 유스 시스템을 마무리했다.",1
FC 서울 아카데미,FC 서울은 2012년 12월 창단된 오산고등학교 축구부를 운영하며 K리그 주니어에 참가하는 U-18 유소년팀을 보유하고 있다.,1
FC 서울 아카데미,"FC 서울은 2007년부터 2012년까지 동북고등학교 축구부를 직접 운영했고, 2013년부터는",1
FC 서울 아카데미,FC 서울은 2012년 12월 창단된 오산고등학교 축구부를 운영하여 전국중등축구리그와 같은 다양한 대회에 참가하고 있다.,1
FC 서울 아카데미,FC 서울은 2015년 1월에 자체 U-12팀을 창단하여 전국초등축구리그를 포함한 다양한 대회에 참가하고 있다.,1
FC 서울 아카데미,"과거 리틀 FC 서울이었던 축구교실은 2012년에 Future of FC 서울로 이름을 바꾸고, 2013년부터 유소년 인재 발굴, 지역 팬 확대, 수익 증대를 위한 프로젝트를 추진하고 있다.",1
FC 서울 아카데미,"6세부터 중학교 2학년까지는 누구나 가입 가능하며 서울월드컵경기장 보조경기장, 난지천공원, 아차산 배수지, 보라매공원, 상암풋살구장 등에서 훈련을 하며 K리그 U-12 유소년리그 캠프에도 참여하고 있습니다.",1
FC 서울 아카데미,"프로로서 활동 중이며, 프로 경험을 바탕으로 FC 서울 U-12팀으로 스카우트될 수 있는 시스템이다.",1
FC 서울 아카데미,"2015년 1월 28일, 중국 축구 유소년을 위한 위탁 교육 프로그램 운영 협약을 체결하였다.",1
FC 서울 아카데미,안양 LG 유소년 축구교실 출신 주세종 선수와 리틀 FC 서울 유소년 축구교실 출신 안현범 선수는 FC 서울의 미래를 이어갈 주역으로 손꼽힌다.,1
성매매의 여성주의적 관점,여성 운동 내에서도 매춘 문제에 대한 여성주의적 시각은 비판적 측면과 지지적 측면으로 나뉘어 다양하게 나타난다.,1
성매매의 여성주의적 관점,"급진 여성주의자들은 성매매가 여성에 대한 착취와 남성 지배의 상징이며, 기존 가부장적 질서를 강화한다고 비판하며, 여성을 성적 대상으로 이용하는 고정관념을 심어 사회 전체에 악영향을 미친다고 주장한다.",1
성매매의 여성주의적 관점,"일부 여성주의자들은 성매매를 자율적인 직업으로 여기며, 강제적인 성매매와 구별하여 여성과 남성이 성 노동에 참여할 수 있는 권리를 주장한다.",1
성매매의 여성주의적 관점,"뉴먼과 화이트는 저서에서 여성주의자의 매춘에 대한 입장을 돈을 받는 성관계에 대한 처벌, 합의의 중요성, 그리고 상업적 성 노동자의 취약성을 강조하는 세 가지 주장으로 요약한다.",1
성매매의 여성주의적 관점,"뉴먼과 화이트는 여성주의적 관점에서 매춘 문제를 성 노동, 폐지, 불복종 세 가지 측면에서 분석한다.",1
컴피즈,"컴피즈는 OpenGL을 활용하여 3D 가속을 데스크톱 환경에 적용하는 소프트웨어로, GNOME과 KDE를 포함한 다양한 플랫폼에서 3D 그래픽을 뛰어나게 구현하며, 과거 베릴로 분리되었던 역사를 가지고 있다.",1
컴피즈,노벨에서 처음으로 개발된 이 소프트웨어는 새로운 형태의 3D 데스크톱을 구축합니다.,1
컴피즈,"초기에는 Xgl에서만 가속 기능이 지원되었고, 노벨에서 Xgl이라는 이름으로 선보였으며 2006년 1월 자유 소프트웨어로 출시되었지만, 이후 레드햇의 AIGLX를 통해 X.org에 변형 없이도 사용 가능해졌다.",1
컴피즈,"노벨과 레드햇 간의 의견 충돌로 컴피즈는 컴피즈-퀸과 베릴 프로젝트로 분리되었고, 베릴 0.1 버전 이후에는 다시 통합되었지만 컴피즈와 베릴은 각각 독립적으로 유지되었다.",1
컴피즈,"베릴 커뮤니티는 최근 업그레이드를 중단하고 컴피즈를 중심으로 재편성하여, 기존 컴피즈 내용만을 담은 '컴피즈'와 베릴 및 추가 기능을 포함한 '컴피즈 퓨전'을 출시하고 있다.",1
애스턴 마틴 뱅퀴시,애스턴 마틴 뱅퀴시는 2001년부터 2018년까지 애스턴 마틴에서 생산된 스포츠카이다.,1
애스턴 마틴 뱅퀴시,"2012년 VH 플랫폼을 사용한 2세대 모델이 출시된 이후, 2017년에는 강력한 엔진과 개선된 공기역학을 갖춘 ""뱅퀴시 S""가 등장했으며, 2018년에는 DBS에 의해 대체되었습니다.",1
애스턴 마틴 뱅퀴시,"이안이 디자인한 DB4 GT 자가토에서 영감을 받은 이안의 칼럼은 DB7 밴티지보다 더욱 공격적인 스타일을 자랑하며, 1998년 북미 국제 오토쇼에서 V12 엔진을 장착한 프로젝트 밴티지 컨셉트와 유사한 형태로 출시되었다.",1
애스턴 마틴 뱅퀴시,"뱅퀴시 모델은 드라이브 바이 와이어 스로틀과 6단 자동 수동 변속기로 탑재되어 있으며, 드릴 및 환기 디스크 브레이크, 4피스톤 캘리퍼, ABS, 전자 브레이크 분배 시스템을 갖추고 있다.",1
애스턴 마틴 뱅퀴시,애스턴 마틴 뱅퀴시 V12 S는 2004년 제네바 모터쇼에서 처음 공개되었다.,1
애스턴 마틴 뱅퀴시,"뱅퀴시 양산 마지막 차량인 뱅퀴시 S 얼티밋 에디션은 '얼티밋 블랙' 컬러와 업그레이드된 인테리어, 개인화된 트림을 갖춰 출시되었다.",1
애스턴 마틴 뱅퀴시,"2007년 7월 19일, 뉴포트 파그넬 공장의 폐쇄와 함께 49년 역사를 자랑하는 회사의 V12 뱅퀴시 생산이 종료되었다.",1
애스턴 마틴 뱅퀴시,"2세대 아스턴 마틴 뱅퀴시는 2012년 콩코르소 델레간자 빌라 데스테 해안에서 처음 공개된 프로젝트 AM310 컨셉트 카로 시작되어,  One-77에서 영감을 받은 디자인 요소를 갖추고 5.9리터 V12 엔진을 탑재했습니다.",1
애스턴 마틴 뱅퀴시,"DBS는 One-77에서 영감을 받은 디자인 요소들을 포함하여 외부 스타일링이 발전한 형태이며, 이는 통합 리어 스포일러와 노출된 탄소 섬유 사이드 스커트를 특징으로 한다.",1
애스턴 마틴 뱅퀴시,"애스턴 마틴은 2016년 11월 16일, 출력이 강화된 AM29 V12 엔진과 업그레이드된 공기역학적 설계를 갖춘 새로운 뱅퀴시 S 모델을 선보였다.",1
애스턴 마틴 뱅퀴시,"애스턴 마틴의 100주년을 기념하여, 뱅퀴시는 2013년 1월 17일 두바이 Burj Al Arab 호텔 헬리콥터 착륙장에 공중에서 착륙했다.",1
애스턴 마틴 뱅퀴시,"2019년 제네바 모터쇼에서 공개된 2019 애스턴 마틴 뱅퀴시 비전 컨셉트는 2024년 출시될 2024 애스턴 마틴 뱅퀴시로, 발키리와 발할라와 유사한 디자인을 갖추고 있다.",1
지도부딘,"지도부딘은 일반적으로 다른 항레트로바이러스제와 함께 사용되며, 출산 전후 또는 모자감염 예방을 위해 사용될 수 있으며,  개별적으로 또는 라미부딘과의 복합제로, 또는 아바카비르와 라미부딘과 함께 사용됩니다.",1
지도부딘,"이 약물의 일반적인 부작용은 두통, 발열, 메스꺼움이며, 드물지만 간 질환, 근육병, 유산증과 같은 심각한 부작용이 나타날 수 있습니다.",1
지도부딘,"지도부딘은 1964년 처음 개발되었고, 1987년 미국에서 HIV 치료제로 승인되어 WHO 필수 의약품 목록에 등재되며, 제네릭으로도 구매 가능하며 2015년 기준 미국에서 월별 처방 비용은 200달러를 넘었다.",1
지도부딘,"AZT는 하루 두 번, 다른 항레트로바이러스제와 병행하여 복용하며, 이를 고활성 항레트로바이러스 치료라고 부르는데, HIV 내성을 예방하기 위해 사용됩니다.",1
지도부딘,"그들은 바이러스에 처음 노출된 후 HIV 감염 위험을 줄이기 위해 협력하며, 최근에는 AZT 대신 테노포비르와 같은 다른 항레트로바이러스가 PEP에 사용되고 있습니다.",1
지도부딘,"AZT는 임신, 출산 및 분만 중 HIV 모자감염을 예방하고 치료하는 데 필수적인 요소로, 그 덕분에 감염되지 않은 형제자매의 출산 및 신생아 발달이 보호받고 있으며, AZT가 없었다면 태아 감염률이 10~15%까지 상승했을 것이다.",1
지도부딘,"미국에서 성공적으로 적용된 AZT 치료법은 1000명 이상의 모자 감염을 예방했지만, 복잡하고 비싼 치료 과정 때문에 글로벌 남부에서는 적용이 불가능하다고 여겨졌고, 1990년대 말에는 자원이 부족한 국가에서 사용 가능한 간단한 AZT 치료법 개발을 위한 연구가 시작되었다.",1
지도부딘,"흔한 부작용은 메스꺼움, 구토, 위산 역류, 두통, 복부 지방 감소, 피로감, 식욕 감퇴이며, 드문 부작용에는 손톱, 발톱의 변색, 기분 변화, 손발의 저림, 가벼운 피부 변색이 있습니다.",1
지도부딘,"초기 AZT 고용량 장기 치료는 빈혈, 호중구 감소증, 간독성, 심근증, 근병증 등의 부작용을 초래했지만, 이러한 부작용은 대부분 AZT 용량을 줄였을 때 회복 가능했고, 미토콘드리아 DNA 손상, γ-DNA 중합효소의 민감성, 티미딘 삼인산염 부족, 산화 스트레스, 세포 내 L-카르니틴 감소, 근육 세포의 세포 자멸 등 다양한 원인에 의해 발생했다.",1
지도부딘,"비록 환자에게 용인되는 최대 용량에서 투여되어도 AZT는 모든 HIV 복제를 막을 만큼 강력하지 않으며, 바이러스 복제와 질병 진행을 늦출 뿐이며 장기간 투여 시 HIV는 AZT에 저항성을 갖게 될 수 있습니다.",1
지도부딘,AZT는 HIV의 역전사 효소를 억제하여 바이러스가 RNA를 DNA로 전사하는 것을 막고 이로 인해 HIV가 감염된 세포의 유전 물질에 통합되는 것을 막는다.,1
지도부딘,"연구 결과, 세포 효소가 AZT를 활성형태로 전환하여 HIV DNA 합성을 억제하는 것이 효과의 핵심 요인임을 밝혀냈습니다.",1
지도부딘,"높은 용량에서는 AZT가 인간 세포의 DNA 중합효소를 억제할 수 있지만, HIV의 역전사효소에 대한 약 100배 높은 친화력 때문에 선택적으로 HIV 복제를 억제하며, 이는 세포의 DNA 수선 능력과 비교하여 HIV 바이러스의 수선 능력이 부족하기 때문이다.",1
지도부딘,"AZT는 비대칭 핵의 단사정계 소금 구조를 갖고 있으며, 염기쌍 이합체의 H-N-O 결합 네트워크를 통해 균등하게 연결된다.",1
지도부딘,"1960년대에는 대부분의 암이 환경 레트로바이러스에 의해 발생한다는 주장이 힘을 얻었으나, 하워드 테민과 데이비드 볼티모어의 연구를 통해 대부분의 조류 암은 새 레트로바이러스에 의해 유발된다는 사실이 밝혀졌고, 인간 암에 대한 적용은 아직 불확실하다.",1
지도부딘,"노벨상 수상자 조지 히칭스와 거트루드 엘리언의 연구에서 핵산 합성을 억제하는 화합물이 항균, 항바이러스 및 항암 활성을 보이며 항암제 개발로 이어졌다.",1
지도부딘,"1964년 바바라 앤 카르마노스 암 연구소와 웨인 주립 의과대학이 NIH의 지원을 받아 AZT를 합성했지만, 생쥐 실험에서 생물학적으로 불활성으로 판명되어 개발이 중단되었다.",1
지도부딘,"1983년 파리 파스퇴르 연구소의 연구원들이 인간 면역 결핍 증후군의 원인으로 인간 면역 결핍 바이러스를 밝혀낸 후, NCI는 에이즈 치료법 개발을 위한 프로그램을 시작하여 HIV에 의해 죽는 CD4+ T 세포를 보호하는 약물을 찾기 위해 분석법을 개발하고 제약사와 협력했습니다.",1
지도부딘,"1984년 6월, Burroughs-Welcome의 바이러스학자 마티 세인트 클레어는 역전사효소를 억제하여 HIV 복제를 막을 수 있는 약물을 찾기 위해 연구 프로그램을 시작했고, 이는 뉴클레오사이드 아날로그 전문가들에 의해 이끌렸다.",1
지도부딘,"몇 달 뒤, NCI와 듀크 대학에서 수라민의 초기 실험 경험을 바탕으로 AZT의 임상 1상 시험을 시작하여, 이 약물이 HIV 환자에게 안전하게 투여될 수 있고, CD4 수치를 증가시키며, 면역력을 회복시키고, 체중 증가와 같은 임상 효과를 보여주었다.",1
지도부딘,Burroughs-Welcome에 의해 이루어진 AZT의 엄격한 이중 맹검 위약 통제 실험은 AZT가 HIV 감염자의 수명을 안전하게 연장한다는 사실을 입증하여 미국 식품의약국이 1987년 3월 20일 AZT를 승인하게 되었다.,1
지도부딘,"1990년 AZT는 유아와 아동에게 사용 승인을 받았고, 당시 HIV/AIDS 치료제 부족은 높은 용량 투여에도 불구하고 치료의 잠재적 이점이 심각한 부작용을 능가한다는 것을 보여주었다.",1
지도부딘,"1991년, 옹호 단체가 특허 무효 소송을 제기했고, 1992년 법원은 버로스 웰컴에 유리한 판결을 내려, HIV 실험은 없었지만 HIV에 효과가 있다고 판단했습니다.",1
지도부딘,"2002년 AHF는 GSK를 상대로 또 다른 반독점 소송을 제기했으며, 이 소송은 2003년에 기각되어 AHF는 새로운 소송을 통해 해당 특허에 대한 이의를 제기했습니다.",1
코헨 대 캘리포니아 사건,"법원은 자유발언은 심각한 상황을 넘어서는 경우라도 국가가 제한할 근거가 부족하다고 결정하며, 이 판결은 언론의 자유와 국가 권력의 균형에 대한 중요한 선례를 남겼다.",1
코헨 대 캘리포니아 사건,"코헨은 관련 없는 심리적 사건에서 피고인으로서 법정에 출석했고, 법정 입장 시 재킷을 벗었다.",1
코헨 대 캘리포니아 사건,"한 경찰관이 코헨의 재킷을 보고 법정 모독으로 체포를 요청했지만 판사는 간과했고, 코헨이 법정을 나갈 때까지 기다렸다가 치안 방해죄로 체포하여 30일간 구류를 선고받았다.",1
코헨 대 캘리포니아 사건,"1971년 6월 7일, 연방대법원은 5대 4로 코헨을 무죄로 선고하며 캘리포니아주 형법 제415조가 모호하여 시민들의 행동 판단에 어려움을 초래한다고 판결했고, 코헨의 표현은 천박하더라도 폭력을 야기할 의도가 없고 외설적이지 않다고 결론지었다.",1
코헨 대 캘리포니아 사건,"존 마셜 할란 대법관은 자유로운 표현이 때로는 불편하고 모욕적일 수 있지만, 결국 더 큰 자유와 논쟁을 위한 필수적인 요소이며, 사회의 강인함을 보여주는 지표라고 주장하며, ""누군가의 저속함이 다른 누군가의 시가 될 수도 있다""고 강조했다.",1
부여,"고구려의 침략으로 멸망한 기원전 4세기부터 494년까지 존재했던 예맥족 국가인 부여는 동명왕이 건국했고, 창춘시 이퉁강 유역을 중심으로 솽양, 랴오닝성, 헤이룽강 지역을 아우르는 넓은 영토를 차지했다.",1
부여,"기원전 108년 고조선 멸망 이후, 동명왕, 해모수, 해부루, 고주몽 등이 건국한 부여, 북부여, 동부여, 고구려, 백제가 예맥 계열 국가로 분류된다.",1
부여,"이들은 초기부터 농경을 기반으로 정착 생활을 하였고, 은력을 사용하며 궁궐, 성, 창고, 감옥 등 발전된 시스템을 갖추었으며, 왕을 중심으로 마가, 우가, 저가, 구가 등 4가와 대사, 사자 등의 지배 계급과 하호라는 농노 노예 계급으로 나뉘어 사회 구조를 이루었다.",1
부여,"고구려의 경우 적의 침략 시 4가가 활동적이었고, 국민개병제를 통해 주민들이 무기를 갖추어 전쟁에 참여했으며, 기원후 49년에는 부여와의 우호 관계를 강화하기 위해 혼인 동맹을 맺었다.",1
부여,"부여는 강력한 국력으로 역사상 한 번도 패배하지 않았고, 한나라 이후 동쪽 읍루를 복속시키며 위나라의 고구려 정벌에 군량을 지원하는 등 주변 국가들과 깊은 연관을 맺었으나, 진나라의 남쪽 천도 이후 국제적 고립에 처하게 되었다.",1
부여,"고구려 서천왕 16년 모용외에게 쫓겨 북옥저로 피신한 후 본국을 되찾았지만, 346년 모용황의 공격으로 쇠약해져 고구려의 보호를 받다가 결국 494년 고구려에 병합되었다.",1
부여,"중국의 문헌에서는 夫餘, 한국의 문헌에서는 扶餘로 표기되며, 그 어원은 '벌'에서 유래되었다는 설이 유력한데, 현재로서는 명확한 답을 내리기는 어렵지만 평야를 의미하는 부리와 동음동의어로 볼 수 있다.",1
부여,전한 시대에 부여는 동쪽 읍루를 복속시키는 등 국력이 강하여 1세기 초 후한 시대에는 왕호를 쓰는 연맹 왕국으로 발전하였다.,1
부여,"부여는 맥족이 고조선(예인)을 건국했는지, 아니면 예족이 맥족에 흡수되어 만주로 이동하면서 형성된 예맥족이 건국했는지에 대한 두 가지 설이 존재한다.",1
부여,"부여 영토에 대한 기록은 《삼국지》와 《후한서》에 찾아볼 수 있으며, 두 책을 종합해 보면 다음과 같이 규정됩니다.",1
부여,"부여는 만리장성 북쪽 천리 지점에 위치했으며, 《한원》과 《삼국지》 기사도는 《위략》을 인용하여 이를 확인한다.",1
부여,"부여는 동쪽으로 읍루와 접해 있었으며, 읍루의 후신인 숙신이 부여까지 60일이면 갈 수 있다고 언급하는 《진서》를 통해 부여 중심부에서 약 1,000리 떨어진 곳에 있었음을 알 수 있다.",1
부여,"부여는 기원전 3세기 말부터 기원전 1세기까지 오환, 그 후 기원전 1세기부터 5세기까지 선비와 접촉하며 서쪽으로는 서요하 일대를 형성했다.",1
부여,"부여의 북쪽 경계가 약수(弱水)였고, 《진서》에 따르면 약수는 부여와 숙신을 거쳐 흐르는 큰 강이었으므로 아무르 강으로 추정된다.",1
부여,"부여는 남쪽으로 고구려, 현도군, 오환과 국경을 접했으며, 진나라 시대에는 모용씨 선비가 진출하면서 선비족과도 인접하게 되었다.",1
부여,"부여의 영토는 사방 2,000리에 달하며, 현재 지린성 창춘시의 눙안 현 중심지 양 구와 쓰핑시 이퉁 만족 자치현 일대를 기점으로 동쪽으로는 무단강과 장광재령 산맥, 러시아의 프리모르스키 지방까지, 북쪽으로는 아무르강 이남, 서쪽으로는 다싱안링 산맥과 요하 하류, 남쪽으로는 백두산맥까지 넓게 이어졌으며, 휘발하를 경계로 고구려와 접해 있었다.",1
